PrintPreviewClose,Close Print Preview,E:\Sripts\Leaner tracking\Practical\Images\Access\PrintPreviewClose.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\PrintPreviewClose.png,Local Access VBA GetImageMso:PrintPreviewClose
PropertySheet,Property Sheet,E:\Sripts\Leaner tracking\Practical\Images\Access\PropertySheet.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\PropertySheet.png,Local Access VBA GetImageMso:PropertySheet
PublishToPdfOrEdoc,PublishToPdfOrEdoc,E:\Sripts\Leaner tracking\Practical\Images\Access\PublishToPdfOrEdoc.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\PublishToPdfOrEdoc.png,Local Access VBA GetImageMso:PublishToPdfOrEdoc
QueryDeleteRows,QueryDeleteRows,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryDeleteRows.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryDeleteRows.png,Local Access VBA GetImageMso:QueryDelete
QueryDesign,QueryDesign,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryDesign.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryDesign.png,Local Access VBA GetImageMso:CreateQueryInDesignView
QueryInsertRows,QueryInsertRows,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryInsertRows.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryInsertRows.png,Local Access VBA GetImageMso:QueryAppend
QueryParameters,Parameters,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryParameters.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryParameters.png,Local Access VBA GetImageMso:QueryParameters
QueryReturn,QueryReturn,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryReturn.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryReturn.png,Local Access VBA GetImageMso:QueryReturnGallery
QueryRun,QueryRun,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryRun.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryRun.png,Local Access VBA GetImageMso:QueryRunQuery
QueryShowTable,QueryShowTable,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryShowTable.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryShowTable.png,Local Access VBA GetImageMso:QueryShowTable
QueryTableNames,QueryTableNames,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTableNames.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTableNames.png,Local Access VBA GetImageMso:QueryTableNamesShowHide
QueryTotals,QueryTotals,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTotals.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTotals.png,Local Access VBA GetImageMso:QueryTotalsShowHide
QueryTypeAppend,QueryTypeAppend,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeAppend.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeAppend.png,Local Access VBA GetImageMso:QueryAppend
QueryTypeCrosstab,QueryTypeCrosstab,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeCrosstab.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeCrosstab.png,Local Access VBA GetImageMso:QueryCrosstab
QueryTypeDataDefinition,QueryTypeDataDefinition,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeDataDefinition.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeDataDefinition.png,Local Access VBA GetImageMso:QueryDataDefinition
QueryTypeDelete,QueryTypeDelete,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeDelete.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeDelete.png,Local Access VBA GetImageMso:QueryDelete
QueryTypeMakeTable,QueryTypeMakeTable,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeMakeTable.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeMakeTable.png,Local Access VBA GetImageMso:QueryMakeTable
QueryTypePassThrough,QueryTypePassThrough,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypePassThrough.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypePassThrough.png,Local Access VBA GetImageMso:QuerySqlPassThroughQuery
QueryTypeSelect,QueryTypeSelect,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeSelect.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeSelect.png,Local Access VBA GetImageMso:QuerySelectQueryType
QueryTypeUnion,QueryTypeUnion,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeUnion.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeUnion.png,Local Access VBA GetImageMso:QueryUnionQuery
QueryTypeUpdate,QueryTypeUpdate,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeUpdate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryTypeUpdate.png,Local Access VBA GetImageMso:QueryUpdate
QueryWizard,QueryWizard,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryWizard.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\QueryWizard.png,Local Access VBA GetImageMso:CreateQueryFromWizard
RecordsDeleteRecord,RecordsDeleteRecord,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsDeleteRecord.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsDeleteRecord.png,Local Access VBA GetImageMso:RecordsDeleteRecord
RecordsMoreMenu,RecordsMoreMenu,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsMoreMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsMoreMenu.png,Local Access VBA GetImageMso:RecordsMoreRecordsMenu
RecordsNewRecord,RecordsNewRecord,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsNewRecord.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsNewRecord.png,Local Access VBA GetImageMso:GoToNewRecord
RecordsSaveRecord,RecordsSaveRecord,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsSaveRecord.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RecordsSaveRecord.png,Local Access VBA GetImageMso:RecordsSaveRecord
RefreshAll,Refresh All,E:\Sripts\Leaner tracking\Practical\Images\Access\RefreshAll.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RefreshAll.png,Local Access VBA GetImageMso:RefreshAll
Relationships,Relationships,E:\Sripts\Leaner tracking\Practical\Images\Access\Relationships.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\Relationships.png,Local Access VBA GetImageMso:DatabaseRelationships
RemoveSort,RemoveSort,E:\Sripts\Leaner tracking\Practical\Images\Access\RemoveSort.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\RemoveSort.png,Local Access VBA GetImageMso:SortRemoveAllSorts
ReplaceDialog,Replace...,E:\Sripts\Leaner tracking\Practical\Images\Access\ReplaceDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ReplaceDialog.png,Local Access VBA GetImageMso:ReplaceDialog
ReportCreate,ReportCreate,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportCreate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportCreate.png,Local Access VBA GetImageMso:CreateReportInDesignView
ReportDesign,ReportDesign,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportDesign.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportDesign.png,Local Access VBA GetImageMso:CreateReportInDesignView
ReportWizard,ReportWizard,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportWizard.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ReportWizard.png,Local Access VBA GetImageMso:CreateReportFromWizard
SavedExports,SavedExports,E:\Sripts\Leaner tracking\Practical\Images\Access\SavedExports.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SavedExports.png,Local Access VBA GetImageMso:ExportSavedExports
SavedImports,SavedImports,E:\Sripts\Leaner tracking\Practical\Images\Access\SavedImports.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SavedImports.png,Local Access VBA GetImageMso:ImportMoreMenu
SelectLayout,SelectLayout,E:\Sripts\Leaner tracking\Practical\Images\Access\SelectLayout.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SelectLayout.png,Local Access VBA GetImageMso:SelectLayout
SelectMenu,SelectMenu,E:\Sripts\Leaner tracking\Practical\Images\Access\SelectMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SelectMenu.png,Local Access VBA GetImageMso:SelectMenu
SendObjectAsEmailAttachment,Email as PDF Attachment,E:\Sripts\Leaner tracking\Practical\Images\Access\SendObjectAsEmailAttachment.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SendObjectAsEmailAttachment.png,Local Access VBA GetImageMso:FileEmailAsPdfEmailAttachment
ShapeFillColorPicker,Shape Fill,E:\Sripts\Leaner tracking\Practical\Images\Access\ShapeFillColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ShapeFillColorPicker.png,Local Access VBA GetImageMso:ShapeFillColorPicker
ShapeOutlineColorPicker,Picture Border,E:\Sripts\Leaner tracking\Practical\Images\Access\ShapeOutlineColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ShapeOutlineColorPicker.png,Local Access VBA GetImageMso:ShapeOutlineColorPicker
SharePointLists,SharePointLists,E:\Sripts\Leaner tracking\Practical\Images\Access\SharePointLists.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SharePointLists.png,Local Access VBA GetImageMso:ImportSharePointList
SortAscending,Sort Ascending,E:\Sripts\Leaner tracking\Practical\Images\Access\SortAscending.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SortAscending.png,Local Access VBA GetImageMso:SortAscendingExcel
SortDescending,Sort Descending,E:\Sripts\Leaner tracking\Practical\Images\Access\SortDescending.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\SortDescending.png,Local Access VBA GetImageMso:SortDescendingExcel
Spelling,Spelling...,E:\Sripts\Leaner tracking\Practical\Images\Access\Spelling.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\Spelling.png,Local Access VBA GetImageMso:Spelling
TabOrder,Tab Order...,E:\Sripts\Leaner tracking\Practical\Images\Access\TabOrder.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TabOrder.png,Local Access VBA GetImageMso:TabOrder
TableAfterDeleteMacro,TableAfterDeleteMacro,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterDeleteMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterDeleteMacro.png,Local Access VBA GetImageMso:MacroDefault
TableAfterInsertMacro,TableAfterInsertMacro,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterInsertMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterInsertMacro.png,Local Access VBA GetImageMso:MacroDefault
TableAfterUpdateMacro,TableAfterUpdateMacro,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterUpdateMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableAfterUpdateMacro.png,Local Access VBA GetImageMso:MacroDefault
TableBeforeChangeMacro,TableBeforeChangeMacro,E:\Sripts\Leaner tracking\Practical\Images\Access\TableBeforeChangeMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableBeforeChangeMacro.png,Local Access VBA GetImageMso:MacroDefault
TableBeforeDeleteMacro,TableBeforeDeleteMacro,E:\Sripts\Leaner tracking\Practical\Images\Access\TableBeforeDeleteMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableBeforeDeleteMacro.png,Local Access VBA GetImageMso:MacroDefault
TableCreate,TableCreate,E:\Sripts\Leaner tracking\Practical\Images\Access\TableCreate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableCreate.png,Local Access VBA GetImageMso:CreateTableInDesignView
TableDescription,TableDescription,E:\Sripts\Leaner tracking\Practical\Images\Access\TableDescription.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableDescription.png,Local Access VBA GetImageMso:FileDatabaseProperties
TableDesign,TableDesign,E:\Sripts\Leaner tracking\Practical\Images\Access\TableDesign.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableDesign.png,Local Access VBA GetImageMso:TableDesign
TableName,Table Name:,E:\Sripts\Leaner tracking\Practical\Images\Access\TableName.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TableName.png,Local Access VBA GetImageMso:TableName
TestValidationRules,TestValidationRules,E:\Sripts\Leaner tracking\Practical\Images\Access\TestValidationRules.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TestValidationRules.png,Local Access VBA GetImageMso:TableTestValidationRules
ThemeColorsGallery,Colours,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemeColorsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemeColorsGallery.png,Local Access VBA GetImageMso:ThemeColorsGallery
ThemeFontsGallery,Fonts,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemeFontsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemeFontsGallery.png,Local Access VBA GetImageMso:ThemeFontsGallery
ThemesGallery,Themes,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemesGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ThemesGallery.png,Local Access VBA GetImageMso:ThemesGallery
TitleInsert,TitleInsert,E:\Sripts\Leaner tracking\Practical\Images\Access\TitleInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\TitleInsert.png,Local Access VBA GetImageMso:ControlTitle
ToggleFilter,ToggleFilter,E:\Sripts\Leaner tracking\Practical\Images\Access\ToggleFilter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ToggleFilter.png,Local Access VBA GetImageMso:FilterToggleFilter
Totals,Sum,E:\Sripts\Leaner tracking\Practical\Images\Access\Totals.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\Totals.png,Local Access VBA GetImageMso:AutoSum
Underline,Underline,E:\Sripts\Leaner tracking\Practical\Images\Access\Underline.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\Underline.png,Local Access VBA GetImageMso:Underline
ViewCode,View Code,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewCode.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewCode.png,Local Access VBA GetImageMso:ViewCode
ViewMenu,ViewMenu,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewMenu.png,Local Access VBA GetImageMso:ViewMenu
ViewMultiplePages,ViewMultiplePages,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewMultiplePages.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewMultiplePages.png,Local Access VBA GetImageMso:MultiplePages
ViewOnePage,ViewOnePage,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewOnePage.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewOnePage.png,Local Access VBA GetImageMso:ZoomOnePage
ViewTwoPages,ViewTwoPages,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewTwoPages.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ViewTwoPages.png,Local Access VBA GetImageMso:ViewTwoPages
VisualBasic,Visual Basic,E:\Sripts\Leaner tracking\Practical\Images\Access\VisualBasic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\VisualBasic.png,Local Access VBA GetImageMso:VisualBasic
WordMailMerge,WordMailMerge,E:\Sripts\Leaner tracking\Practical\Images\Access\WordMailMerge.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\WordMailMerge.png,Local Access VBA GetImageMso:MailMergeStart
ZoomDialog,Zoom...,E:\Sripts\Leaner tracking\Practical\Images\Access\ZoomDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Access\ZoomDialog.png,Local Access VBA GetImageMso:ZoomDialog
